Zeit;Kanal A
(s);(V)

0,05300000;12,48831000
0,05320000;12,48831000
0,05340000;12,48831000
0,05360000;12,48831000
0,05380000;12,48831000
0,05400000;12,48831000
0,05420000;12,48831000
0,05440000;12,48831000
0,05460000;12,48831000
0,05480000;12,48831000
0,05500000;12,48831000
0,05520000;12,48831000
0,05540000;12,48831000
0,05560000;12,48831000
0,05580000;12,48831000
0,05600000;12,48831000
0,05620000;12,48831000
0,05640000;12,48831000
0,05660000;12,48831000
0,05680000;12,30192000
0,05700000;12,48831000
0,05720000;12,48831000
0,05740000;12,48831000
0,05760000;12,48831000
0,05780000;12,48831000
0,05800000;12,48831000
0,05820000;12,48831000
0,05840000;12,48831000
0,05860000;12,48831000
0,05880000;12,48831000
0,05900000;12,48831000
0,05920000;12,48831000
0,05940000;12,48831000
0,05960000;12,48831000
0,05980000;12,48831000
0,06000000;12,48831000
0,06020000;12,48831000
0,06040000;12,48831000
0,06060000;12,48831000
0,06080000;12,48831000
0,06100000;12,48831000
0,06120000;12,48831000
0,06140000;12,48831000
0,06160000;12,48831000
0,06180000;12,48831000
0,06200000;12,48831000
0,06220000;12,48831000
0,06240000;12,48831000
0,06260000;12,48831000
0,06280000;12,48831000
0,06300000;12,48831000
0,06320000;12,48831000
0,06340000;12,48831000
0,06360000;12,48831000
0,06380000;12,48831000
0,06400000;12,48831000
0,06420000;12,48831000
0,06440000;12,48831000
0,06460000;12,48831000
0,06480000;12,48831000
0,06500000;12,48831000
0,06520000;12,48831000
0,06540000;12,48831000
0,06560000;12,48831000
0,06580000;12,48831000
0,06600000;12,48831000
0,06620000;12,48831000
0,06640000;12,48831000
0,06660000;12,48831000
0,06680000;12,48831000
0,06700000;12,48831000
0,06720000;12,48831000
0,06740000;12,48831000
0,06760000;12,48831000
0,06780000;12,48831000
0,06800000;12,48831000
0,06820000;12,48831000
0,06840000;12,30192000
0,06860000;12,48831000
0,06880000;12,48831000
0,06900000;12,48831000
0,06920000;12,48831000
0,06940000;12,48831000
0,06960000;12,48831000
0,06980000;12,48831000
0,07000000;12,48831000
0,07020000;12,48831000
0,07040000;12,48831000
0,07060000;12,48831000
0,07080000;12,48831000
0,07100000;12,48831000
0,07120000;12,48831000
0,07140000;12,48831000
0,07160000;12,48831000
0,07180000;12,30192000
0,07200000;12,48831000
0,07220000;12,48831000
0,07240000;12,48831000
0,07260000;12,48831000
0,07280000;12,48831000
0,07300000;12,48831000
0,07320000;12,48831000
0,07340000;12,48831000
0,07360000;12,48831000
0,07380000;12,48831000
0,07400000;12,30192000
0,07420000;12,48831000
0,07440000;12,48831000
0,07460000;12,48831000
0,07480000;12,48831000
0,07500000;12,48831000
0,07520000;12,48831000
0,07540000;12,48831000
0,07560000;12,48831000
0,07580000;12,48831000
0,07600000;12,48831000
0,07620000;12,48831000
0,07640000;12,48831000
0,07660000;12,48831000
0,07680000;12,48831000
0,07700000;12,48831000
0,07720000;12,48831000
0,07740000;12,48831000
0,07760000;12,48831000
0,07780000;12,48831000
0,07800000;12,48831000
0,07820000;12,48831000
0,07840000;12,48831000
0,07860000;12,48831000
0,07880000;12,48831000
0,07900000;12,48831000
0,07920000;12,48831000
0,07940000;12,48831000
0,07960000;12,48831000
0,07980000;12,48831000
0,08000000;12,48831000
0,08020000;12,48831000
0,08040000;12,48831000
0,08060000;12,48831000
0,08080000;12,48831000
0,08100000;12,48831000
0,08120000;12,48831000
0,08140000;12,48831000
0,08160000;12,48831000
0,08180000;12,48831000
0,08200000;12,48831000
0,08220000;12,48831000
0,08240000;12,48831000
0,08260000;12,48831000
0,08280000;12,48831000
0,08300000;12,48831000
0,08320000;12,48831000
0,08340000;12,48831000
0,08360000;12,48831000
0,08380000;12,48831000
0,08400000;12,48831000
0,08420000;12,48831000
0,08440000;12,48831000
0,08460000;12,48831000
0,08480000;12,30192000
0,08500000;12,48831000
0,08520000;12,48831000
0,08540000;12,48831000
0,08560000;12,48831000
0,08580000;12,48831000
0,08600000;12,48831000
0,08620000;12,48831000
0,08640000;12,48831000
0,08660000;12,48831000
0,08680000;12,48831000
0,08700000;12,48831000
0,08720000;12,48831000
0,08740000;12,48831000
0,08760000;12,48831000
0,08780000;12,48831000
0,08800000;12,48831000
0,08820000;12,48831000
0,08840000;12,48831000
0,08860000;12,48831000
0,08880000;12,48831000
0,08900000;12,48831000
0,08920000;12,48831000
0,08940000;12,48831000
0,08960000;12,48831000
0,08980000;12,48831000
0,09000000;12,48831000
0,09020000;12,48831000
0,09040000;12,48831000
0,09060000;12,48831000
0,09080000;12,48831000
0,09100000;12,48831000
0,09120000;12,48831000
0,09140000;12,48831000
0,09160000;12,48831000
0,09180000;12,48831000
0,09200000;12,48831000
0,09220000;12,48831000
0,09240000;12,48831000
0,09260000;12,48831000
0,09280000;12,48831000
0,09300000;12,48831000
0,09320000;12,48831000
0,09340000;12,48831000
0,09360000;12,48831000
0,09380000;12,48831000
0,09400000;12,48831000
0,09420000;12,48831000
0,09440000;12,48831000
0,09460000;12,48831000
0,09480000;12,48831000
0,09500000;12,48831000
0,09520000;12,48831000
0,09540000;12,48831000
0,09560000;12,48831000
0,09580000;12,48831000
0,09600000;12,48831000
0,09620000;12,48831000
0,09640000;12,48831000
0,09660000;12,48831000
0,09680000;12,48831000
0,09700000;12,48831000
0,09720000;12,48831000
0,09740000;12,48831000
0,09760000;12,30192000
0,09780000;12,48831000
0,09800000;12,48831000
0,09820000;12,48831000
0,09840000;12,48831000
0,09860000;12,48831000
0,09880000;12,48831000
0,09900000;12,48831000
0,09920000;12,48831000
0,09940000;12,48831000
0,09960000;12,48831000
0,09980000;12,48831000
0,10000000;12,48831000
0,10020000;12,48831000
0,10040000;12,48831000
0,10060000;12,48831000
0,10080000;12,48831000
0,10100000;12,48831000
0,10120000;12,48831000
0,10140000;12,48831000
0,10160000;12,48831000
0,10180000;12,48831000
0,10200000;12,48831000
0,10220000;12,48831000
0,10240000;12,48831000
0,10260000;12,48831000
0,10280000;12,48831000
0,10300000;12,48831000
0,10320000;12,48831000
0,10340000;12,48831000
0,10360000;12,48831000
0,10380000;12,48831000
0,10400000;12,48831000
0,10420000;12,48831000
0,10440000;12,48831000
0,10460000;12,48831000
0,10480000;12,48831000
0,10500000;12,48831000
0,10520000;12,48831000
0,10540000;12,48831000
0,10560000;12,48831000
0,10580000;12,48831000
0,10600000;12,48831000
0,10620000;12,48831000
0,10640000;12,48831000
0,10660000;12,48831000
0,10680000;12,48831000
0,10700000;12,48831000
0,10720000;12,48831000
0,10740000;12,48831000
0,10760000;12,48831000
0,10780000;12,48831000
0,10800000;12,48831000
0,10820000;12,48831000
0,10840000;12,48831000
0,10860000;12,48831000
0,10880000;12,48831000
0,10900000;12,48831000
0,10920000;12,48831000
0,10940000;12,48831000
0,10960000;12,48831000
0,10980000;12,48831000
0,11000000;12,48831000
0,11020000;12,48831000
0,11040000;12,48831000
0,11060000;12,48831000
0,11080000;12,48831000
0,11100000;12,48831000
0,11120000;12,48831000
0,11140000;12,48831000
0,11160000;12,48831000
0,11180000;12,48831000
0,11200000;12,48831000
0,11220000;12,48831000
0,11240000;12,48831000
0,11260000;12,48831000
0,11280000;12,48831000
0,11300000;12,48831000
0,11320000;12,48831000
0,11340000;12,48831000
0,11360000;12,48831000
0,11380000;12,48831000
0,11400000;12,48831000
0,11420000;12,48831000
0,11440000;12,48831000
0,11460000;12,48831000
0,11480000;12,48831000
0,11500000;12,48831000
0,11520000;12,48831000
0,11540000;12,48831000
0,11560000;12,48831000
0,11580000;12,48831000
0,11600000;12,48831000
0,11620000;12,48831000
0,11640000;12,48831000
0,11660000;12,48831000
0,11680000;12,30192000
0,11700000;12,48831000
0,11720000;12,48831000
0,11740000;12,48831000
0,11760000;12,48831000
0,11780000;12,48831000
0,11800000;12,48831000
0,11820000;12,48831000
0,11840000;12,48831000
0,11860000;12,48831000
0,11880000;12,48831000
0,11900000;12,48831000
0,11920000;12,48831000
0,11940000;12,48831000
0,11960000;12,48831000
0,11980000;12,48831000
0,12000000;12,48831000
0,12020000;12,48831000
0,12040000;12,48831000
0,12060000;12,48831000
0,12080000;12,48831000
0,12100000;12,48831000
0,12120000;12,48831000
0,12140000;12,48831000
0,12160000;12,48831000
0,12180000;12,48831000
0,12200000;12,48831000
0,12220000;12,48831000
0,12240000;12,48831000
0,12260000;12,48831000
0,12280000;12,48831000
0,12300000;12,48831000
0,12320000;12,48831000
0,12340000;12,48831000
0,12360000;12,48831000
0,12380000;12,48831000
0,12400000;12,48831000
0,12420000;12,48831000
0,12440000;12,48831000
0,12460000;12,48831000
0,12480000;12,48831000
0,12500000;12,48831000
0,12520000;12,48831000
0,12540000;12,48831000
0,12560000;12,48831000
0,12580000;12,48831000
0,12600000;12,48831000
0,12620000;12,48831000
0,12640000;12,48831000
0,12660000;12,48831000
0,12680000;12,48831000
0,12700000;12,48831000
0,12720000;12,48831000
0,12740000;12,48831000
0,12760000;12,48831000
0,12780000;12,48831000
0,12800000;12,48831000
0,12820000;12,48831000
0,12840000;12,48831000
0,12860000;12,48831000
0,12880000;12,48831000
0,12900000;12,48831000
0,12920000;12,48831000
0,12940000;12,48831000
0,12960000;12,48831000
0,12980000;12,48831000
0,13000000;12,48831000
0,13020000;12,48831000
0,13040000;12,48831000
0,13060000;12,48831000
0,13080000;12,48831000
0,13100000;12,48831000
0,13120000;12,48831000
0,13140000;12,48831000
0,13160000;12,48831000
0,13180000;12,48831000
0,13200000;12,48831000
0,13220000;12,48831000
0,13240000;12,48831000
0,13260000;12,48831000
0,13280000;12,48831000
0,13300000;12,48831000
0,13320000;12,48831000
0,13340000;12,48831000
0,13360000;12,48831000
0,13380000;12,48831000
0,13400000;12,48831000
0,13420000;12,48831000
0,13440000;12,48831000
0,13460000;12,48831000
0,13480000;12,48831000
0,13500000;12,48831000
0,13520000;12,48831000
0,13540000;12,48831000
0,13560000;12,48831000
0,13580000;12,48831000
0,13600000;12,48831000
0,13620000;12,48831000
0,13640000;12,48831000
0,13660000;12,48831000
0,13680000;12,48831000
0,13700000;12,48831000
0,13720000;12,48831000
0,13740000;12,48831000
0,13760000;12,48831000
0,13780000;12,48831000
0,13800000;12,48831000
0,13820000;12,48831000
0,13840000;12,48831000
0,13860000;12,48831000
0,13880000;12,48831000
0,13900000;12,48831000
0,13920000;12,48831000
0,13940000;12,48831000
0,13960000;12,48831000
0,13980000;12,48831000
0,14000000;12,48831000
0,14020000;12,48831000
0,14040000;12,48831000
0,14060000;12,48831000
0,14080000;12,48831000
0,14100000;12,48831000
0,14120000;12,48831000
0,14140000;12,48831000
0,14160000;12,48831000
0,14180000;12,48831000
0,14200000;12,48831000
0,14220000;12,48831000
0,14240000;12,48831000
0,14260000;12,48831000
0,14280000;12,48831000
0,14300000;12,48831000
0,14320000;12,48831000
0,14340000;12,48831000
0,14360000;12,48831000
0,14380000;12,48831000
0,14400000;12,48831000
0,14420000;12,48831000
0,14440000;12,48831000
0,14460000;12,48831000
0,14480000;12,48831000
0,14500000;12,48831000
0,14520000;12,48831000
0,14540000;12,48831000
0,14560000;12,48831000
0,14580000;12,48831000
0,14600000;12,48831000
0,14620000;12,48831000
0,14640000;12,48831000
0,14660000;12,48831000
0,14680000;12,48831000
0,14700000;12,48831000
0,14720000;12,48831000
0,14740000;12,48831000
0,14760000;12,48831000
0,14780000;12,48831000
0,14800000;12,48831000
0,14820000;12,48831000
0,14840000;12,48831000
0,14860000;12,48831000
0,14880000;12,48831000
0,14900000;12,48831000
0,14920000;12,48831000
0,14940000;12,48831000
0,14960000;12,48831000
0,14980000;12,48831000
0,15000000;12,48831000
0,15020000;12,48831000
0,15040000;12,48831000
0,15060000;12,48831000
0,15080000;12,48831000
0,15100000;12,48831000
0,15120000;12,48831000
0,15140000;12,48831000
0,15160000;12,48831000
0,15180000;12,48831000
0,15200000;12,48831000
0,15220000;12,48831000
0,15240000;12,48831000
0,15260000;12,48831000
0,15280000;12,48831000
0,15300000;12,30192000
0,15320000;12,48831000
0,15340000;12,48831000
0,15360000;12,48831000
0,15380000;12,48831000
0,15400000;12,48831000
0,15420000;12,48831000
0,15440000;12,48831000
0,15460000;12,48831000
0,15480000;12,48831000
0,15500000;12,48831000
0,15520000;12,48831000
0,15540000;12,48831000
0,15560000;12,48831000
0,15580000;12,30192000
0,15600000;12,48831000
0,15620000;12,48831000
0,15640000;12,48831000
0,15660000;12,48831000
0,15680000;12,48831000
0,15700000;12,48831000
0,15720000;12,48831000
0,15740000;12,30192000
0,15760000;12,48831000
0,15780000;12,48831000
0,15800000;12,48831000
0,15820000;12,48831000
0,15840000;12,48831000
0,15860000;12,48831000
0,15880000;12,48831000
0,15900000;12,48831000
0,15920000;12,48831000
0,15940000;12,48831000
0,15960000;12,48831000
0,15980000;12,48831000
0,16000000;12,48831000
0,16020000;12,30192000
0,16040000;12,48831000
0,16060000;12,48831000
0,16080000;12,48831000
0,16100000;12,48831000
0,16120000;12,48831000
0,16140000;12,48831000
0,16160000;12,48831000
0,16180000;12,48831000
0,16200000;12,48831000
0,16220000;12,48831000
0,16240000;12,48831000
0,16260000;12,48831000
0,16280000;12,48831000
0,16300000;12,48831000
0,16320000;12,48831000
0,16340000;12,48831000
0,16360000;12,48831000
0,16380000;12,48831000
0,16400000;12,48831000
0,16420000;12,48831000
0,16440000;12,30192000
0,16460000;12,48831000
0,16480000;12,48831000
0,16500000;12,48831000
0,16520000;12,48831000
0,16540000;12,48831000
0,16560000;12,48831000
0,16580000;12,48831000
0,16600000;12,48831000
0,16620000;12,48831000
0,16640000;12,48831000
0,16660000;12,48831000
0,16680000;12,48831000
0,16700000;12,48831000
0,16720000;12,48831000
0,16740000;12,48831000
0,16760000;12,48831000
0,16780000;12,48831000
0,16800000;12,48831000
0,16820000;12,48831000
0,16840000;12,48831000
0,16860000;12,48831000
0,16880000;12,48831000
0,16900000;12,48831000
0,16920000;12,48831000
0,16940000;12,48831000
0,16960000;12,48831000
0,16980000;12,48831000
0,17000000;12,48831000
0,17020000;12,48831000
0,17040000;12,48831000
0,17060000;12,48831000
0,17080000;12,48831000
0,17100000;12,48831000
0,17120000;12,48831000
0,17140000;12,48831000
0,17160000;12,48831000
0,17180000;12,48831000
0,17200000;12,48831000
0,17220000;12,48831000
0,17240000;12,48831000
0,17260000;12,48831000
0,17280000;12,48831000
0,17300000;12,48831000
0,17320000;12,48831000
0,17340000;12,48831000
0,17360000;12,48831000
0,17380000;12,48831000
0,17400000;12,48831000
0,17420000;12,48831000
0,17440000;12,48831000
0,17460000;12,48831000
0,17480000;12,48831000
0,17500000;12,48831000
0,17520000;12,48831000
0,17540000;12,48831000
0,17560000;12,48831000
0,17580000;12,48831000
0,17600000;12,48831000
0,17620000;12,48831000
0,17640000;12,48831000
0,17660000;12,48831000
0,17680000;12,48831000
0,17700000;12,48831000
0,17720000;12,48831000
0,17740000;12,48831000
0,17760000;12,48831000
0,17780000;12,48831000
0,17800000;12,48831000
0,17820000;12,48831000
0,17840000;12,48831000
0,17860000;12,48831000
0,17880000;12,48831000
0,17900000;12,48831000
0,17920000;12,48831000
0,17940000;12,48831000
0,17960000;12,48831000
0,17980000;12,48831000
0,18000000;12,48831000
0,18020000;12,48831000
0,18040000;12,48831000
0,18060000;12,48831000
0,18080000;12,48831000
0,18100000;12,48831000
0,18120000;12,48831000
0,18140000;12,48831000
0,18160000;12,30192000
0,18180000;12,48831000
0,18200000;12,48831000
0,18220000;12,48831000
0,18240000;12,48831000
0,18260000;12,48831000
0,18280000;12,48831000
0,18300000;12,48831000
0,18320000;12,48831000
0,18340000;12,48831000
0,18360000;12,48831000
0,18380000;12,48831000
0,18400000;12,48831000
0,18420000;12,48831000
0,18440000;12,48831000
0,18460000;12,48831000
0,18480000;12,48831000
0,18500000;12,48831000
0,18520000;12,48831000
0,18540000;12,48831000
0,18560000;12,48831000
0,18580000;12,48831000
0,18600000;12,30192000
0,18620000;12,48831000
0,18640000;12,48831000
0,18660000;12,48831000
0,18680000;12,48831000
0,18700000;12,48831000
0,18720000;12,48831000
0,18740000;12,48831000
0,18760000;12,48831000
0,18780000;12,48831000
0,18800000;12,48831000
0,18820000;12,48831000
0,18840000;12,48831000
0,18860000;12,48831000
0,18880000;12,48831000
0,18900000;12,48831000
0,18920000;12,48831000
0,18940000;12,48831000
0,18960000;12,48831000
0,18980000;12,48831000
0,19000000;12,48831000
0,19020000;12,48831000
0,19040000;12,48831000
0,19060000;12,48831000
0,19080000;12,48831000
0,19100000;12,48831000
0,19120000;12,48831000
0,19140000;12,48831000
0,19160000;12,48831000
0,19180000;12,48831000
0,19200000;12,48831000
0,19220000;12,48831000
0,19240000;12,48831000
0,19260000;12,48831000
0,19280000;12,48831000
0,19300000;12,48831000
0,19320000;12,48831000
0,19340000;12,48831000
0,19360000;12,48831000
0,19380000;12,48831000
0,19400000;12,48831000
0,19420000;12,48831000
0,19440000;12,48831000
0,19460000;12,48831000
0,19480000;12,48831000
0,19500000;12,48831000
0,19520000;12,48831000
0,19540000;12,48831000
0,19560000;12,48831000
0,19580000;12,48831000
0,19600000;12,48831000
0,19620000;12,48831000
0,19640000;12,48831000
0,19660000;12,48831000
0,19680000;12,48831000
0,19700000;12,48831000
0,19720000;12,48831000
0,19740000;12,48831000
0,19760000;12,48831000
0,19780000;12,30192000
0,19799999;12,48831000
0,19819999;12,48831000
0,19839999;12,48831000
0,19859999;12,48831000
0,19879999;12,48831000
0,19899999;12,48831000
0,19919999;12,48831000
0,19939999;12,48831000
0,19959999;12,48831000
0,19979999;12,48831000
0,19999999;12,48831000
0,20019999;12,48831000
0,20039999;12,48831000
0,20059999;12,48831000
0,20079999;12,48831000
0,20099999;12,48831000
0,20119999;12,48831000
0,20139999;12,48831000
0,20159999;12,48831000
0,20179999;12,48831000
0,20199999;12,48831000
0,20219999;12,48831000
0,20239999;12,48831000
0,20259999;12,48831000
0,20279999;12,48831000
0,20299999;12,48831000
0,20319999;12,48831000
0,20339999;12,48831000
0,20359999;12,48831000
0,20379999;12,48831000
0,20399999;12,48831000
0,20419999;12,48831000
0,20439999;12,48831000
0,20459999;12,48831000
0,20479999;12,48831000
0,20499999;12,48831000
0,20519999;12,48831000
0,20539999;12,48831000
0,20559999;12,48831000
0,20579999;12,48831000
0,20599999;12,48831000
0,20619999;12,48831000
0,20639999;12,48831000
0,20659999;12,48831000
0,20679999;12,48831000
0,20699999;12,48831000
0,20719999;12,48831000
0,20739999;12,48831000
0,20759999;12,48831000
0,20779999;12,48831000
0,20799999;12,48831000
0,20819999;12,48831000
0,20839999;12,48831000
0,20859999;12,48831000
0,20879999;12,48831000
0,20899999;12,48831000
0,20919999;12,48831000
0,20939999;12,30192000
0,20959999;12,48831000
0,20979999;12,48831000
0,20999999;12,48831000
0,21019999;12,48831000
0,21039999;12,48831000
0,21059999;12,48831000
0,21079999;12,48831000
0,21099999;12,48831000
0,21119999;12,48831000
0,21139999;12,48831000
0,21159999;12,48831000
0,21179999;12,48831000
0,21199999;12,48831000
0,21219999;12,48831000
0,21239999;12,48831000
0,21259999;12,48831000
0,21279999;12,48831000
0,21299999;12,48831000
0,21319999;12,48831000
0,21339999;12,48831000
0,21359999;12,48831000
0,21379999;12,48831000
0,21399999;12,48831000
0,21419999;12,48831000
0,21439999;12,48831000
0,21459999;12,48831000
0,21479999;12,48831000
0,21499999;12,48831000
0,21519999;12,48831000
0,21539999;12,48831000
0,21559999;12,48831000
0,21579999;12,48831000
0,21599999;12,48831000
0,21619999;12,48831000
0,21639999;12,48831000
0,21659999;12,48831000
0,21679999;12,48831000
0,21699999;12,48831000
0,21719999;12,48831000
0,21739999;12,48831000
0,21759999;12,48831000
0,21779999;12,48831000
0,21799999;12,48831000
0,21819999;12,48831000
0,21839999;12,48831000
0,21859999;12,48831000
0,21879999;12,48831000
0,21899999;12,48831000
0,21919999;12,30192000
0,21939999;12,48831000
0,21959999;12,48831000
0,21979999;12,48831000
0,21999999;12,48831000
0,22019999;12,48831000
0,22039999;12,48831000
0,22059999;12,48831000
0,22079999;12,48831000
0,22099999;12,48831000
0,22119999;12,48831000
0,22139999;12,48831000
0,22159999;12,48831000
0,22179999;12,48831000
0,22199999;12,48831000
0,22219999;12,48831000
0,22239999;12,48831000
0,22259999;12,48831000
0,22279999;12,48831000
0,22299999;12,48831000
0,22319999;12,48831000
0,22339999;12,48831000
0,22359999;12,48831000
0,22379999;12,48831000
0,22399999;12,48831000
0,22419999;12,48831000
0,22439999;12,48831000
0,22459999;12,48831000
0,22479999;12,48831000
0,22499999;12,48831000
0,22519999;12,48831000
0,22539999;12,48831000
0,22559999;12,48831000
0,22579999;12,48831000
0,22599999;12,48831000
0,22619999;12,48831000
0,22639999;12,48831000
0,22659999;12,48831000
0,22679999;12,48831000
0,22699999;12,48831000
0,22719999;12,48831000
0,22739999;12,48831000
0,22759999;12,48831000
0,22779999;12,48831000
0,22799999;12,48831000
0,22819999;12,48831000
0,22839999;12,48831000
0,22859999;12,48831000
0,22879999;12,48831000
0,22899999;12,48831000
0,22919999;12,48831000
0,22939999;12,48831000
0,22959999;12,48831000
0,22979999;12,48831000
0,22999999;12,48831000
0,23019999;12,48831000
0,23039999;12,48831000
0,23059999;12,48831000
0,23079999;12,48831000
0,23099999;12,48831000
0,23119999;12,30192000
0,23139999;12,48831000
0,23159999;12,48831000
0,23179999;12,48831000
0,23199999;12,48831000
0,23219999;12,48831000
0,23239999;12,48831000
0,23259999;12,48831000
